"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 01 18:15:42 GMT 2022","Wed Jun 01 18:16:00 GMT 2022","17704","","PlaylistTest","","PlaylistTest","SearchBoxTest","SearchBoxTest()",""
